lemma,pos,sent1,sent2,start1,end1,start2,end2,tag,position1,position2
lodge,VERB,"Employees deduct expenses of travel, meals and lodging while away from home in connection with the performance of their services as employees. ","The brothers continued to help each other during their studies, sharing a joint purse, lodging together in the dormitory and dining together at the home of their aunt. ",48,55,89,96,T,8,16
lodge,VERB,"Employees deduct expenses of travel, meals and lodging while away from home in connection with the performance of their services as employees. ",But the seven-iron shot he used to approach the green strayed into a bunker and lodged in a slight depression. ,48,55,80,86,F,8,15
assistance,NOUN,"The Holy Father would die soon, she said to Carla, so she could translate for Sam, although he had a brilliant doctor, a man who did not need the assistance of those doctors offered by the great rulers of the world. ","They supplemented their income by small government assistance, by tutoring and economizing wherever they could. ",150,160,51,61,T,33,7
assistance,NOUN,"The Holy Father would die soon, she said to Carla, so she could translate for Sam, although he had a brilliant doctor, a man who did not need the assistance of those doctors offered by the great rulers of the world. ",A further possibility is suggested by the example of the G. I. bills and also by some recent trends in attitudes toward improving college education : that is to provide financial assistance to individuals for vocational training when local facilities are inadequate. ,150,160,179,189,F,33,31
kingdom,NOUN,"So impressive were those serious years of study at the university that Hans later wrote, `` to be perfectly free, the young man must revel in the great kingdom of thought and imagination ; there is a struggle there, in which, if he falls, it is easy for him to rise again, there is freedom of utterance there, which draws after it no irreparable consequences on society. ","The wailing, guitar strumming minstrels of the cattle kingdom made up songs about him. ",154,161,55,62,T,30,9
kingdom,NOUN,"So impressive were those serious years of study at the university that Hans later wrote, `` to be perfectly free, the young man must revel in the great kingdom of thought and imagination ; there is a struggle there, in which, if he falls, it is easy for him to rise again, there is freedom of utterance there, which draws after it no irreparable consequences on society. ","Bertha Szold was more like Meg, the eldest March girl, who `` learned that a woman 's happiest kingdom is home, her highest honor the art of ruling it, not as a queen, but a wise wife and mother ''. ",154,161,97,104,F,30,20
struggle,VERB,"Berlin 's resilience is amazing, but if it has to hire its labor in the West the struggle will be hard indeed ''. ",What I am here to do is to report on the gyrations of the struggle - a struggle that amounts to self redefinition - to see if we can predict its future course. ,82,90,58,66,T,18,14
struggle,VERB,"They are struggling to meet the demand for camping space, but families are being turned away, especially on holiday weekends. ",It is ironic that Washington is having to struggle so for a concept that for six years it bypassed as unreasonable. ,9,19,42,50,F,2,8
consequence,NOUN,The consequence of this is that the girls at Brooklyn College outnumber the boys and do somewhat better academically. ,"Although the inner functions of religion are not of direct significance in social organization, they have important indirect consequences. ",4,15,126,138,T,1,19
consequence,NOUN,The consequence of this is that the girls at Brooklyn College outnumber the boys and do somewhat better academically. ,"This last point is important because if high school pupils are aware that few, if any, graduates who have chosen a certain vocational program have obtained a job as a consequence of the training, the whole idea of relevance disappears. ",4,15,169,180,F,1,32
contest,NOUN,This is the kind of chest that invariably wins contests that steel edged `` carved out of solid rock '' looks of the great champions. ,"Well stretched, trained in posture and coordinated movement, and wedded to rhythm, they presented the audiences in Rome with one of the most beautiful sights ever seen at any Olympic contest. ",47,55,186,193,T,9,33
contest,NOUN,This is the kind of chest that invariably wins contests that steel edged `` carved out of solid rock '' looks of the great champions. ,"I lived in this onward driving contest where each day overcame a new difficulty, gained a new truth, or banished a previous error ''. ",47,55,31,38,F,9,6
overcome,VERB,"He was n't troubled with the ordinary, rank-and-file fear that overcomes and paralyzes and sends individual soldiers and whole companies under fire running in panic. ","The club that overcame the worst start in a comparable period to win the pennant was New York 's '51 Giants, who dropped 11 of their first 13. ",64,73,14,22,T,11,3
overcome,VERB,"He was n't troubled with the ordinary, rank-and-file fear that overcomes and paralyzes and sends individual soldiers and whole companies under fire running in panic. ","The events of the last quarter of an hour, mysterious to any bird accustomed only to the predictable life of coop and barnyard, had overcome the doctor 's hen and she gave out a series of cackly wails, perhaps mourning her nest, but briefly enjoyed. ",64,73,134,142,F,11,26
gain,VERB,"One is that they were established, or gained eminence, under pressure provided by these same immigrants, from whom the old families wished to segregate their children. ","Beatie, getting no sympathy for her misfortune, soon rallies and finds that although she has lost a lover she has gained her freedom. ",39,45,116,122,T,8,22
